event_ticker,game_date,team1,team2,winner,loser,winner_implied_prob,loser_implied_prob,team1_articles,team2_articles,team1_avg_tone,team2_avg_tone,team1_avg_positive,team2_avg_positive,team1_avg_negative,team2_avg_negative,team1_avg_polarity,team2_avg_polarity,mention_ratio_t1,tone_diff_t1_minus_t2,polarity_diff_t1_minus_t2,media_disparity_t1,pricing_error_winner,pricing_error_loser
KXNBAGAME-25MAY09CLEIND,2025-05-09,CLE,IND,CLE,IND,0.7143,0.2707,204,166,-1.1416045588041397,-1.646077751112975,2.4614343222416966,2.338944616093637,3.6030388810458365,3.985022367206613,6.064473203287532,6.3239669833002505,0.10270270270270271,0.5044731923088352,-0.2594937800127184,0.07657501096679312,-0.28569999999999995,0.2707
KXNBAGAME-25MAY09OKCDEN,2025-05-09,OKC,DEN,DEN,OKC,0.2986,0.7152,187,181,0.06537962125294158,0.2888775326922727,2.661095918071263,2.8378436826881193,2.5957162968183214,2.548966149995847,5.256812214889584,5.386809832683967,0.016304347826086956,-0.2234979114393311,-0.12999761779438224,-0.0030227216589230766,-0.7014,0.7152
KXNBAGAME-25MAY10BOSNYK,2025-05-10,BOS,NYK,BOS,NYK,0.6949,0.3144,270,272,-0.18608886820953452,0.11619051125252536,2.5667921972053414,2.7336153744085707,2.7528810654148765,2.617424863156046,5.319673262620219,5.351040237564616,-0.0036900369003690036,-0.30227937946205985,-0.03136697494439744,-0.016958987423287494,-0.30510000000000004,0.3144
KXNBAGAME-25MAY10MINGSW,2025-05-10,MIN,GSW,MIN,GSW,0.7101,0.2905,185,233,-0.8546205607863782,-0.6510707608679379,2.854821603614651,2.9347161908505397,3.709442164401029,3.585786951718478,6.56426376801568,6.520503142569018,-0.11483253588516747,-0.20354979991844024,0.04376062544666226,-0.06759375793850575,-0.28990000000000005,0.2905
KXNBAGAME-25MAY11CLEIND,2025-05-11,CLE,IND,IND,CLE,0.4191,0.5869,105,102,-1.1399905231089222,-0.8347851901322786,2.944771754722337,2.8249869720668457,4.08476227783126,3.6597721621991246,7.029534032553595,6.484759134265971,0.014492753623188406,-0.30520533297664365,0.5447748982876242,-0.00801388983723798,-0.5809,0.5869
KXNBAGAME-25MAY11OKCDEN,2025-05-11,OKC,DEN,OKC,DEN,0.7074,0.2903,102,114,-0.08729194314830485,-0.22216366599362752,2.8295325602591803,2.853614426584427,2.9168245034074847,3.075778092578055,5.7463570636666645,5.929392519162482,-0.05555555555555555,0.13487172284532267,-0.18303545549581735,-0.021034191635511644,-0.29259999999999997,0.2903
KXNBAGAME-25MAY12BOSNYK,2025-05-12,BOS,NYK,NYK,BOS,0.2982,0.7068,126,127,-0.35393695485943255,-0.013454295149962978,2.5712006663689397,2.6914124874357457,2.9251376212283726,2.704866782585709,5.496338287597313,5.396279270021456,-0.003952569169960474,-0.34048265970946956,0.10005901757585711,-0.019000417570453714,-0.7018,0.7068
KXNBAGAME-25MAY12MINGSW,2025-05-12,MIN,GSW,MIN,GSW,0.6425,0.3796,116,112,-0.6760417312560729,-0.4416238348257772,2.9519565309432525,3.090294544525512,3.627998262199326,3.531918379351289,6.579954793142578,6.622212923876801,0.017543859649122806,-0.2344178964302957,-0.04225813073422291,-0.002948964996953383,-0.35750000000000004,0.3796
KXNBAGAME-25MAY13DENOKC,2025-05-13,DEN,OKC,OKC,DEN,0.7952,0.2195,132,139,-0.44180435905687476,-0.40076750510587106,2.6164509872585695,2.4613906097994906,3.058255346315444,2.862158114905361,5.674706333574012,5.3235487247048505,-0.025830258302583026,-0.041036853951003704,0.3511576088691619,-0.014966971848841697,-0.20479999999999998,0.2195
KXNBAGAME-25MAY13INDCLE,2025-05-13,IND,CLE,IND,CLE,0.2742,0.7313,122,123,-1.5647116196782693,-1.7229808682215655,2.3328293665504343,2.4274521551910238,3.8975409862287034,4.15043302341259,6.230370352779137,6.577885178603613,-0.004081632653061225,0.15826924854329616,-0.3475148258244758,0.005872646100634196,-0.7258,0.7313
KXNBAGAME-25MAY14GSWMIN,2025-05-14,GSW,MIN,MIN,GSW,0.782,0.2333,143,122,-0.1878365197477223,-0.1977866008422092,2.9687080366948,2.888131019753186,3.1565445564425225,3.0859176205953966,6.125252593137324,5.974048640348583,0.07924528301886792,0.00995008109448689,0.151203952788741,0.040120145564158306,-0.21799999999999997,0.2333
KXNBAGAME-25MAY14NYKBOS,2025-05-14,NYK,BOS,BOS,NYK,0.621,0.3886,278,261,-0.6169566440324081,-0.17554089087121955,2.553988730111417,2.8067275731793573,3.170945374143825,2.982268464050577,5.724934104255244,5.788996037229934,0.03153988868274583,-0.4414157531611886,-0.0640619329746901,-0.006300843316686514,-0.379,0.3886
KXNBAGAME-25MAY15OKCDEN,2025-05-15,OKC,DEN,DEN,OKC,0.4195,0.556,146,133,-0.264130210465937,-0.08292595489811455,2.540627178502999,2.5128595258627846,2.804757388968935,2.5957854807608993,5.345384567471934,5.108645006623684,0.04659498207885305,-0.18120425556782244,0.23673956084824965,0.014237278261035402,-0.5805,0.556
KXNBAGAME-25MAY16BOSNYK,2025-05-16,BOS,NYK,NYK,BOS,0.5838,0.4267,323,274,-0.384555076632611,-0.27967184826726976,2.870392017674239,2.9659668947677753,3.25494709430685,3.2456387430350446,6.12533911198109,6.21160563780282,0.08207705192629816,-0.10488322836534125,-0.08626652582173033,0.03579436454488202,-0.4162,0.4267
KXNBAGAME-25MAY20MINOKC,2025-05-20,MIN,OKC,OKC,MIN,0.7169,0.2935,175,232,0.013089537737524984,-0.4187555577301528,2.616821029012498,2.4411123540494266,2.6037314912749734,2.8598679117795793,5.2205525202874705,5.300980265829006,-0.14004914004914004,0.4318450954676778,-0.08042774554153542,-0.04843231525118613,-0.2831,0.2935
KXNBAGAME-25MAY21INDNYK,2025-05-21,IND,NYK,IND,NYK,0.4054,0.6117,168,202,0.39300682717936575,0.38144828537798003,2.9049894250465558,3.0300798766294523,2.5119825978671897,2.6486315912514717,5.416972022913745,5.678711467880924,-0.0918918918918919,0.011558541801385713,-0.26173944496717905,-0.045368018855876664,-0.5946,0.6117
KXNBAGAME-25MAY22MINOKC,2025-05-22,MIN,OKC,OKC,MIN,0.7446,0.2756,257,276,0.47402347390958854,0.3793851246831759,2.9742017384903074,2.946920405108446,2.5001782645807187,2.567535280425269,5.474380003071026,5.514455685533715,-0.03564727954971857,0.09463834922641262,-0.04007568246268889,-0.013091722313538655,-0.25539999999999996,0.2756
KXNBAGAME-25MAY23INDNYK,2025-05-23,IND,NYK,IND,NYK,0.3483,0.6352,287,300,0.24762186102357353,0.1596592126808612,3.020172533466114,3.0968454614635297,2.7725506724425406,2.9371862487826688,5.792723205908654,6.034031710246198,-0.022146507666098807,0.08796264834271234,-0.24130850433754425,-0.006675121415913787,-0.6517,0.6352
KXNBAGAME-25MAY24OKCMIN,2025-05-24,OKC,MIN,MIN,OKC,0.4301,0.5822,301,217,1.0587762604665703,0.6851150930933907,3.329448670839942,3.1488804757954685,2.270672410373371,2.4637653827020776,5.600121081213313,5.612645858497546,0.16216216216216217,0.37366116737317956,-0.012524777284232513,0.09976413944974007,-0.5699000000000001,0.5822
KXNBAGAME-25MAY25NYKIND,2025-05-25,NYK,IND,NYK,IND,0.498,0.5111,222,179,0.10559205264970009,0.010958794018980457,2.866963567208776,2.6904502939011565,2.761371514559076,2.679491499882176,5.628335081767853,5.369941793783333,0.10723192019950124,0.09463325863071964,0.25839328798451966,0.058347623031286606,-0.502,0.5111
KXNBAGAME-25MAY26OKCMIN,2025-05-26,OKC,MIN,OKC,MIN,0.5894,0.4136,117,139,0.491601197623761,0.4101594647920579,2.7183337309990705,2.82829953443696,2.22673253337531,2.4181400696449034,4.945066264374381,5.246439604081864,-0.0859375,0.08144173283170308,-0.30137333970748337,-0.038896663358414844,-0.41059999999999997,0.4136
KXNBAGAME-25MAY27NYKIND,2025-05-27,NYK,IND,IND,NYK,0.6238,0.384,226,179,-0.323485809353714,-0.06717069097774826,2.677391179363865,2.6361728654165546,3.0008769887175792,2.7033435563943025,5.678268168081445,5.339516421810857,0.11604938271604938,-0.25631511837596577,0.3387517462705878,0.0452089354392264,-0.3762,0.384
KXNBAGAME-25MAY28MINOKC,2025-05-28,MIN,OKC,OKC,MIN,0.7557,0.2496,188,175,-0.1917432535653685,-0.16453780226180437,2.787695926075515,2.5751755548560222,2.979439179640883,2.7397133571178265,5.767135105716398,5.314888911973847,0.03581267217630854,-0.027205451303564138,0.4522461937425506,0.016546063522976065,-0.24429999999999996,0.2496
KXNBAGAME-25MAY29INDNYK,2025-05-29,IND,NYK,NYK,IND,0.6389,0.3782,230,236,0.16716219881800165,-0.27204837060741976,2.913311830287422,2.8106797433598523,2.74614963146942,3.0827281139672724,5.659461461756843,5.893407857327125,-0.012875536480686695,0.4392105694254214,-0.23394639557028185,0.015522760230927723,-0.3611,0.3782
KXNBAGAME-25MAY31NYKIND,2025-05-31,NYK,IND,IND,NYK,0.6274,0.384,339,342,0.33630162261312146,0.34688843515515116,2.9251703888764666,2.88759474842857,2.588868766263346,2.5407063132734184,5.5140391551398125,5.428301061701989,-0.004405286343612335,-0.0105868125420297,0.08573809343782379,-0.0027319837989076526,-0.37260000000000004,0.384
KXNBAGAME-25NOV01DALDET,2025-11-01,DAL,DET,DET,DAL,0.7305,0.28,117,69,0.09889579846570275,-0.02594154509631863,3.0768137749541795,3.1513566103842585,2.9779179764884773,3.1772981554805773,6.054731751442656,6.328654765864836,0.25806451612903225,0.12483734356202138,-0.2739230144221798,0.1352741252426172,-0.26949999999999996,0.28
KXNBAGAME-25NOV01GSWIND,2025-11-01,GSW,IND,IND,GSW,0.195,0.8108,146,96,0.3900502266703828,-0.9940596220169955,3.635294455946654,2.423885023739503,3.2452442292762704,3.4179446457564984,6.880538685222925,5.8418296694960015,0.2066115702479339,1.3841098486873782,1.0387090157269236,0.17251127755833584,-0.8049999999999999,0.8108
KXNBAGAME-25NOV01HOUBOS,2025-11-01,HOU,BOS,HOU,BOS,0.6466,0.3636,67,142,-0.17528274204884153,-0.02428991683371514,3.1496744864774655,3.022881870665045,3.3249572285263067,3.04717178749876,6.474631715003774,6.070053658163806,-0.3588516746411483,-0.15099282521512639,0.40457805683996817,-0.18697547858133048,-0.35340000000000005,0.3636
KXNBAGAME-25NOV01MINCHA,2025-11-01,MIN,CHA,MIN,CHA,0.6201,0.386,113,98,-0.07430759059762211,-0.7185782389006776,2.870685078087466,3.0171866081454493,2.9449926686850882,3.735764847046127,5.815677746772554,6.752951455191575,0.07109004739336493,0.6442706483030555,-0.9372737084190206,0.06775855611183523,-0.3799,0.386
KXNBAGAME-25NOV01ORLWAS,2025-11-01,ORL,WAS,ORL,WAS,0.77,0.24,94,73,0.4027052206674442,0.47665701236198377,3.6980397611407847,3.7935685908432424,3.295334540473341,3.3169115784812595,6.993374301614126,7.110480169324504,0.12574850299401197,-0.07395179169453958,-0.11710586771037779,0.05917666191227901,-0.22999999999999998,0.24
KXNBAGAME-25NOV01SACMIL,2025-11-01,SAC,MIL,SAC,MIL,0.2352,0.7602,81,133,0.3627998450318952,0.2845302194419663,3.174351177496186,3.276487739828348,2.81155133246429,2.991957520386382,5.985902509960477,6.26844526021473,-0.24299065420560748,0.07826962558992889,-0.2825427502542528,-0.11758184582330729,-0.7648,0.7602
KXNBAGAME-25NOV02ATLCLE,2025-11-02,ATL,CLE,CLE,ATL,0.7896,0.2408,56,88,-1.496303458615266,-1.4594413169137677,2.345163634906246,2.892299923904461,3.841467093521513,4.351741240818228,6.186630728427758,7.244041164722688,-0.2222222222222222,-0.03686214170149826,-1.05741043629493,-0.11295421819618602,-0.21040000000000003,0.2408
KXNBAGAME-25NOV02CHINYK,2025-11-02,CHI,NYK,NYK,CHI,0.7047,0.2995,70,87,0.21477302128767373,-0.11013897128248358,3.29246903330141,3.3451217137827935,3.0776960120137367,3.4552606850652774,6.370165045315148,6.80038239884807,-0.10828025477707007,0.3249119925701573,-0.4302173535329219,-0.03789452776002717,-0.2953,0.2995
KXNBAGAME-25NOV02MEMTOR,2025-11-02,MEM,TOR,TOR,MEM,0.6207,0.3871,106,70,-0.9345708883593293,-1.70517452997081,3.123841640051708,2.7299005208593927,4.058412528411036,4.4350750508302035,7.182254168462745,7.164975571689595,0.20454545454545456,0.7706036416114808,0.017278596773149246,0.1408029093533013,-0.37929999999999997,0.3871
KXNBAGAME-25NOV02MIALAL,2025-11-02,MIA,LAL,LAL,MIA,0.6858,0.3294,112,182,-1.0164421870934115,-0.1147616770574465,3.315626146008508,3.2166508543582695,4.332068333101919,3.3314125314157157,7.6476944791104255,6.548063385773985,-0.23809523809523808,-0.901680510035965,1.0996310933364404,-0.1641316445494173,-0.31420000000000003,0.3294
KXNBAGAME-25NOV02NOPOKC,2025-11-02,NOP,OKC,OKC,NOP,0.8695,0.1496,66,112,-1.1839000188204543,-0.19738478084967653,2.531672671925646,3.145277416710776,3.715572690746101,3.3426621975604522,6.247245362671746,6.4879396142712285,-0.25842696629213485,-0.9865152379707778,-0.2406942515994821,-0.17853924504460633,-0.13049999999999995,0.1496
KXNBAGAME-25NOV02PHIBKN,2025-11-02,PHI,BKN,PHI,BKN,0.6517,0.3601,0,42,,-0.5425671778443437,,3.0391938536495187,,3.581761031493863,,6.620954885143382,-1.0,,,,-0.34830000000000005,0.3601
KXNBAGAME-25NOV02SASPHX,2025-11-02,SAS,PHX,PHX,SAS,0.3303,0.6799,79,59,0.23612814505758567,-0.8692066555145352,3.557234990587573,2.62576680585327,3.321106845529987,3.4949734613678047,6.878341836117558,6.120740267221073,0.14492753623188406,1.1053348005721209,0.7576015688964848,0.12773050814454806,-0.6697,0.6799
KXNBAGAME-25NOV02UTACHA,2025-11-02,UTA,CHA,CHA,UTA,0.4972,0.5152,59,71,-1.0767342621000213,-1.4667947065688218,2.640974313846879,2.581288073550828,3.717708575946901,4.048082780119651,6.358682889793778,6.629370853670476,-0.09230769230769231,0.3900604444688005,-0.27068796387669813,-0.02665082393040613,-0.5028,0.5152
KXNBAGAME-25NOV03DALHOU,2025-11-03,DAL,HOU,HOU,DAL,0.8253,0.1803,78,62,0.716188957983118,-0.06322452845946208,3.2441796863910755,2.9028204616759368,2.527990728407958,2.9660449901353987,5.772170414799033,5.868865451811336,0.11428571428571428,0.7794134864425801,-0.09669503701230298,0.09611353146498615,-0.17469999999999997,0.1803
KXNBAGAME-25NOV03DETMEM,2025-11-03,DET,MEM,DET,MEM,0.6466,0.3696,71,99,-0.021053299685704907,-2.7361478203618397,2.9200463359207203,2.5257602685255263,2.9410996356064256,5.261908088887366,5.8611459715271454,7.78766835741289,-0.16470588235294117,2.7150945206761348,-1.926522385885745,0.05340178485733614,-0.35340000000000005,0.3696
KXNBAGAME-25NOV03LALPOR,2025-11-03,LAL,POR,LAL,POR,0.2399,0.7698,141,69,-0.6823923266586267,-2.028623672220197,3.0260114923474193,2.5998905311932274,3.708403819006046,4.628514203413426,6.734415311353465,7.228404734606656,0.34285714285714286,1.3462313455615702,-0.49398942325319073,0.23874013870664995,-0.7601,0.7698
KXNBAGAME-25NOV03MIALAC,2025-11-03,MIA,LAC,MIA,LAC,0.2739,0.7336,67,49,-0.9258053835994725,0.0995996130086032,2.8771309802055596,3.431249949028951,3.802936363805032,3.331650336020351,6.680067344010592,6.762900285049305,0.15517241379310345,-1.0254049966080756,-0.08283294103871341,0.02631595706614795,-0.7261,0.7336
KXNBAGAME-25NOV03MILIND,2025-11-03,MIL,IND,MIL,IND,0.7108,0.295,89,78,-1.0351308061015696,-1.1186130960773837,3.012498470783063,2.8031535631633835,4.047629276884631,3.9217666592407676,7.0601277476676945,6.724920222404152,0.0658682634730539,0.08348228997581408,0.33520752526354247,0.03710824623531765,-0.2892,0.295
KXNBAGAME-25NOV03MINBKN,2025-11-03,MIN,BKN,MIN,BKN,0.771,0.2627,57,34,-0.43307888232095576,-0.6067227288452977,2.6701679273234484,2.9920772853756548,3.1032468096444057,3.5988000142209526,5.773414736967855,6.590877299596608,0.25274725274725274,0.1736438465243419,-0.8174625626287533,0.13505581869984346,-0.22899999999999998,0.2627
KXNBAGAME-25NOV03SACDEN,2025-11-03,SAC,DEN,DEN,SAC,0.8534,0.1573,64,43,-0.2800857483491535,-1.4284226546714505,3.2330257046255957,2.569934205908237,3.5131114529747496,3.9983568605796878,6.746137157600344,6.568291066487927,0.19626168224299065,1.148336906322297,0.17784609111241778,0.1555476864376102,-0.14659999999999995,0.1573
KXNBAGAME-25NOV03UTABOS,2025-11-03,UTA,BOS,UTA,BOS,0.158,0.8634,53,98,-1.247325591210322,0.14336655210093535,2.6286015755879983,3.255580385344175,3.875927166798321,3.1122138332432394,6.504528742386319,6.367794218587415,-0.2980132450331126,-1.3906921433112573,0.13673452379890438,-0.21854122968211917,-0.842,0.8634
KXNBAGAME-25NOV03WASNYK,2025-11-03,WAS,NYK,NYK,WAS,0.8521,0.16,42,58,0.009662390611196586,-0.27516737607718805,3.28259556026555,3.331242685836403,3.2729331696543538,3.606410061913591,6.555528729919903,6.937652747749994,-0.16,0.28482976668838467,-0.3821240178300913,-0.06575851166558076,-0.14790000000000003,0.16
KXNBAGAME-25NOV04CHANOP,2025-11-04,CHA,NOP,NOP,CHA,0.5814,0.4365,71,53,-0.8630413192840383,-0.9922502661861912,2.4929201605371882,2.574714181203154,3.355961479821226,3.5669644473893443,5.848881640358415,6.141678628592501,0.14516129032258066,0.1292089469021529,-0.2927969882340866,0.07904109250639797,-0.41859999999999997,0.4365
KXNBAGAME-25NOV04MILTOR,2025-11-04,MIL,TOR,TOR,MIL,0.5419,0.4678,84,52,-0.4406700643539173,-1.2045069374353208,3.282739478259466,2.8009822182617805,3.7234095426133824,4.005489155697103,7.006149020872847,6.80647137395888,0.23529411764705882,0.7638368730814035,0.19967764691396717,0.15583890247759957,-0.45809999999999995,0.4678
KXNBAGAME-25NOV04OKCLAC,2025-11-04,OKC,LAC,OKC,LAC,0.7448,0.2672,71,28,-0.4788558393866127,0.04096820255411476,2.62607778912432,2.995635620666894,3.104933628510933,2.9546674181127806,5.731011417635255,5.950303038779678,0.43434343434343436,-0.5198240419407274,-0.21929162114442313,0.1911805150746808,-0.2552,0.2672
KXNBAGAME-25NOV04ORLATL,2025-11-04,ORL,ATL,ATL,ORL,0.4616,0.5615,43,44,0.5139941415461693,-1.0262636127325215,3.581257299216152,3.0145445654937695,3.067263157669981,4.040808178226291,6.6485204568861365,7.0553527437200625,-0.011494252873563218,1.5402577542786908,-0.406832286833926,0.07126576127715292,-0.5384,0.5615
KXNBAGAME-25NOV04PHICHI,2025-11-04,PHI,CHI,CHI,PHI,0.515,0.4896,0,53,,-0.5435333544307491,,3.0451098381121207,,3.588643192542871,,6.633753030654992,-1.0,,,,-0.485,0.4896
KXNBAGAME-25NOV04PHXGSW,2025-11-04,PHX,GSW,GSW,PHX,0.7932,0.2164,84,46,-0.6611939469496185,-0.145929729522064,2.763942709800139,3.242648231216699,3.425136656749757,3.388577960738764,6.189079366549896,6.631226191955466,0.2923076923076923,-0.5152642174275546,-0.4421468254055698,0.12039063528246843,-0.20679999999999998,0.2164
KXNBAGAME-25NOV05BKNIND,2025-11-05,BKN,IND,BKN,IND,0.365,0.6409,88,122,-0.3835184295504328,-0.5517714743513024,2.668230359769847,2.843108331930138,3.05174878932028,3.3948798062814403,5.719979149090127,6.23798813821158,-0.1619047619047619,0.16825304480086956,-0.5180089891214523,-0.07253972871233748,-0.635,0.6409
KXNBAGAME-25NOV05GSWSAC,2025-11-05,GSW,SAC,SAC,GSW,0.5413,0.4831,55,67,0.6504172921304345,0.014311498676119583,3.522157049143635,3.2608076051784782,2.8717397570132004,3.246496106502358,6.393896806156839,6.507303711680836,-0.09836065573770492,0.636105793454315,-0.11340690552399746,-0.017375038196136713,-0.4587,0.4831
KXNBAGAME-25NOV05HOUMEM,2025-11-05,HOU,MEM,HOU,MEM,0.743,0.2713,67,89,0.16382408556878364,-1.568067461755506,3.330448865054266,2.791316730398314,3.166624779485482,4.3593841921538194,6.49707364453975,7.150700922552135,-0.14102564102564102,1.7318915473242895,-0.6536272780123848,0.01608175685339397,-0.257,0.2713
KXNBAGAME-25NOV05MIADEN,2025-11-05,MIA,DEN,DEN,MIA,0.7611,0.2541,132,67,0.0948288571342755,0.006156418434309363,2.9828635659318046,3.210319999242571,2.8880347087975293,3.204163580808261,5.870898274729335,6.414483580050834,0.32663316582914576,0.08867243869996613,-0.543585305321499,0.16775020484957118,-0.2389,0.2541
KXNBAGAME-25NOV05MINNYK,2025-11-05,MIN,NYK,NYK,MIN,0.6012,0.4068,98,88,-0.22543100094379506,0.2770534864776188,2.9695505281971695,3.4134164844174255,3.194981529140964,3.136362997939807,6.1645320573381355,6.549779482357232,0.053763440860215055,-0.5024844874214138,-0.3852474250190969,0.0017574960590368352,-0.39880000000000004,0.4068
KXNBAGAME-25NOV05NOPDAL,2025-11-05,NOP,DAL,NOP,DAL,0.2683,0.74,75,68,-0.560851696190064,0.1282453537375208,2.6254023544237852,3.151961256924972,3.18625405061385,3.0237159031874503,5.8116564050376365,6.175677160112423,0.04895104895104895,-0.6890970499275848,-0.3640207550747867,-0.009979328020854761,-0.7317,0.74
KXNBAGAME-25NOV05OKCPOR,2025-11-05,OKC,POR,POR,OKC,0.3011,0.7289,123,108,-0.11786248736953557,-1.3864635083588004,2.957619191369423,3.018412482727558,3.0754816787389583,4.4048759910863575,6.033100870108383,7.4232884738139155,0.06493506493506493,1.2686010209892649,-1.3901876037055327,0.0958975835169957,-0.6989000000000001,0.7289
KXNBAGAME-25NOV05PHICLE,2025-11-05,PHI,CLE,CLE,PHI,0.8127,0.1895,0,63,,-0.5741632426678717,,3.553652465158431,,4.127815707826302,,7.681468172984735,-1.0,,,,-0.18730000000000002,0.1895
KXNBAGAME-25NOV05SASLAL,2025-11-05,SAS,LAL,LAL,SAS,0.4236,0.5751,88,205,-0.5431113210851801,-0.34068735394592115,3.256846280804173,3.1563989638165015,3.7999576018893535,3.497086317762423,7.056803882693529,6.6534852815789245,-0.3993174061433447,-0.20242396713925898,0.4033186011146048,-0.2097799014286353,-0.5764,0.5751
KXNBAGAME-25NOV05UTADET,2025-11-05,UTA,DET,DET,UTA,0.7967,0.2186,110,68,-0.29423836726978214,-1.1648441818640194,3.0742310507477675,2.776700659136618,3.3684694180175496,3.9415448410006384,6.442700468765318,6.718245500137256,0.23595505617977527,0.8706058145942372,-0.2755450313719372,0.1615078188195995,-0.20330000000000004,0.2186
KXNBAGAME-25NOV05WASBOS,2025-11-05,WAS,BOS,BOS,WAS,0.8499,0.1599,60,100,-0.1719320751046356,-0.8669332960846272,3.3449440202658343,2.8318696565106105,3.5168760953704696,3.698802952595236,6.861820115636303,6.530672609105847,-0.25,0.6950012209799916,0.3311475065304563,-0.09024993895100042,-0.1501,0.1599
KXNBAGAME-25NOV06LACPHX,2025-11-06,LAC,PHX,PHX,LAC,0.5802,0.4321,104,92,-0.5435511621272858,-0.3391854778257165,2.943059601150341,3.2097703982140677,3.4866107632776266,3.548955876039784,6.4296703644279685,6.758726274253851,0.061224489795918366,-0.20436568430156932,-0.3290559098258825,0.020393960682880716,-0.41979999999999995,0.4321
KXNBAGAME-25NOV07BOSORL,2025-11-07,BOS,ORL,ORL,BOS,0.6558,0.3332,112,48,-0.5151223527956114,-0.23377475569315445,2.86316598491458,3.4873410087502092,3.3782883377101918,3.721115764443362,6.2414543226247705,7.208456773193573,0.4,-0.28134759710245694,-0.9670024505688026,0.18593262014487716,-0.34419999999999995,0.3332
KXNBAGAME-25NOV07CHAMIA,2025-11-07,CHA,MIA,MIA,CHA,0.7544,0.253,60,149,-1.371930094041339,-0.7371375713958845,2.1947326425210756,2.274876885308127,3.5666627365624155,3.012014456704012,5.761395379083492,5.28689134201214,-0.4258373205741627,-0.6347925226454545,0.4745040370713518,-0.24465828641935405,-0.24560000000000004,0.253
KXNBAGAME-25NOV07CHIMIL,2025-11-07,CHI,MIL,MIL,CHI,0.6026,0.4042,109,78,-0.9539911733887044,-0.44929809460298054,3.0043543580687526,2.828927769036267,3.958345531457458,3.278225863639247,6.9626998895262115,6.107153632675514,0.1657754010695187,-0.5046930787857239,0.8555462568506975,0.05765304659547316,-0.3974,0.4042
KXNBAGAME-25NOV07CLEWAS,2025-11-07,CLE,WAS,CLE,WAS,0.8866,0.1209,94,51,-1.8142417707874825,-0.015594511031749178,2.862372819982826,3.444122444430351,4.676614590770308,3.459716955462099,7.538987410753133,6.903839399892451,0.296551724137931,-1.7986472597557333,0.6351480108606822,0.05834349908117885,-0.11339999999999995,0.1209
KXNBAGAME-25NOV07DALMEM,2025-11-07,DAL,MEM,MEM,DAL,0.6343,0.3778,82,93,-0.2857005499399443,-1.804351611842942,3.1959249414221396,2.5382440522628107,3.4816254913620837,4.342595664105753,6.677550432784223,6.880839716368562,-0.06285714285714286,1.5186510619029976,-0.20328928358433895,0.04450398166657844,-0.3657,0.3778
KXNBAGAME-25NOV07DETBKN,2025-11-07,DET,BKN,DET,BKN,0.7562,0.2763,54,62,-1.0432738549517666,-0.3284457638734921,2.5907208045342247,2.8559714601394397,3.6339946594859933,3.1844172240129316,6.224715464020217,6.04038868415237,-0.06896551724137931,-0.7148280910782745,0.1843267798678463,-0.07022416317460338,-0.24380000000000002,0.2763
KXNBAGAME-25NOV07GSWDEN,2025-11-07,GSW,DEN,DEN,GSW,0.8065,0.2098,111,61,0.36834081127830315,0.43996709308431164,3.8249966172577112,3.6133560975607253,3.456655805979408,3.173389004476413,7.281652423237119,6.7867451020371385,0.29069767441860467,-0.0716262818060085,0.4949073211999808,0.1417675231190019,-0.1935,0.2098
KXNBAGAME-25NOV07HOUSAS,2025-11-07,HOU,SAS,SAS,HOU,0.3983,0.5979,68,111,0.052259814404769525,0.2414881286214353,3.4619473649752015,3.522685723041147,3.409687550570431,3.2811975944197114,6.871634915545631,6.803883317460858,-0.24022346368715083,-0.18922831421666575,0.06775159808477227,-0.1295731475544087,-0.6017,0.5979
KXNBAGAME-25NOV07OKCSAC,2025-11-07,OKC,SAC,OKC,SAC,0.84,0.1792,138,71,0.18618847493480772,-0.18030928718011688,3.6040777043254657,3.0583118048852134,3.417889229390657,3.2386210920653307,7.021966933716122,6.296932896950546,0.32057416267942584,0.3664977621149246,0.7250340367655763,0.17861196944545915,-0.16000000000000003,0.1792
KXNBAGAME-25NOV07TORATL,2025-11-07,TOR,ATL,TOR,ATL,0.4537,0.5608,54,58,-1.0590098751746804,-1.224660483970675,2.566595558534889,3.1850173447366217,3.6256054337095693,4.409677828707295,6.192200992244459,7.5946951734439185,-0.03571428571428571,0.16565060879599458,-1.4024941811994598,-0.009574612417343127,-0.5463,0.5608
KXNBAGAME-25NOV07UTAMIN,2025-11-07,UTA,MIN,MIN,UTA,0.8488,0.1598,82,104,-0.350997189969299,0.03025250955662808,3.0428012353065292,3.3402978928903986,3.3937984252758273,3.310045383333769,6.436599660582359,6.650343276224166,-0.11827956989247312,-0.3812496995259271,-0.21374361564180688,-0.07820226992253292,-0.1512,0.1598
KXNBAGAME-25NOV08CHICLE,2025-11-08,CHI,CLE,CLE,CHI,0.7727,0.2391,66,83,-0.544922789122935,-1.7436260326301727,3.1504824321188916,2.7435236559722718,3.695405221241827,4.487149688602445,6.84588765336072,7.230673344574715,-0.11409395973154363,1.1987032435072376,-0.3847856912139953,0.002888182309590065,-0.22729999999999995,0.2391
KXNBAGAME-25NOV08DALWAS,2025-11-08,DAL,WAS,DAL,WAS,0.5776,0.4338,83,65,-1.0269215290922988,0.12097402056094433,2.9255594523156008,3.4208568123925525,3.9524809814079,3.299882791831607,6.878040433723502,6.720739604224161,0.12162162162162163,-1.1478955496532433,0.15730082949934054,0.003416033328148653,-0.4224,0.4338
